,_p,_v,_t
638,3.6944,21.02,1589366943460
639,3.6929,44.91,1589366943897
640,3.692,2.75,1589366943979
641,3.6929,9.97,1589366945307
642,3.6929,4.11,1589366945499
643,3.6929,30.04,1589366946534
644,3.6929,130.0,1589366949134
645,3.6929,30.01,1589366949180
646,3.6929,30.02,1589366951820
647,3.6929,30.02,1589366954474
648,3.6929,30.03,1589366957110
649,3.6929,30.01,1589366959757
650,3.6928,30.05,1589366962349
651,3.6929,30.04,1589366964995
652,3.6929,115.0,1589366965579
653,3.6929,30.02,1589366967637
654,3.6929,30.04,1589366970289
655,3.6929,30.03,1589366972930
656,3.6924,3.81,1589366979014
657,3.692,71.0,1589366988994
658,3.692,25.0,1589366989217
659,3.692,23.0,1589366989539
660,3.692,0.23,1589366989573
661,3.6907,26.42,1589366989731
662,3.6896,32.73,1589366995617
663,3.6895,90.13,1589367003639
664,3.69,20.0,1589367003686
665,3.6898,7.52,1589367006229
666,3.6898,1.54,1589367007291
667,3.6915,98.69,1589367007291
668,3.6916,110.88,1589367007291
669,3.6917,32.2,1589367007291
670,3.692,259.0,1589367007409
671,3.691,37.06,1589367022521
672,3.6911,77.02,1589367022521
673,3.6912,76.3,1589367022521
674,3.6913,9.62,1589367022521
675,3.6913,174.61,1589367022848
676,3.6913,386.04,1589367036053
677,3.6913,176.31,1589367036066
678,3.6913,48.49,1589367036078
679,3.6913,140.0,1589367036181
680,3.6913,94.39,1589367036233
681,3.6913,94.39,1589367036241
682,3.692,49.96,1589367036319
683,3.6921,10.6,1589367036319
684,3.6936,13.57,1589367036319
685,3.6937,5.87,1589367036319
686,3.6937,40.0,1589367036359
687,3.6936,10.0,1589367036619
688,3.6936,57.81,1589367036700
689,3.6936,106.0,1589367036860
690,3.6937,293.0,1589367038147
691,3.6937,75.0,1589367038255
692,3.6937,0.27,1589367040441
693,3.6944,204.76,1589367040441
694,3.6946,13.5,1589367049992
695,3.6946,12.0,1589367051847
696,3.6946,38.34,1589367054691
697,3.6947,40.0,1589367054740
698,3.6947,117.51,1589367054933
699,3.6952,2.49,1589367054933
700,3.6952,11.81,1589367055020
701,3.6956,78.19,1589367055020
702,3.6956,90.0,1589367055076
703,3.6956,17.29,1589367055139
704,3.6959,48.24,1589367055139
705,3.6962,4.47,1589367055139
706,3.6962,14.54,1589367055145
707,3.697,3.59,1589367055145
708,3.6972,5.56,1589367055145
709,3.6973,13.57,1589367055145
710,3.6978,2.74,1589367055145
711,3.6974,10.0,1589367056473
712,3.6974,80.0,1589367056734
713,3.6974,16.0,1589367056775
714,3.6976,64.0,1589367056775
715,3.6982,30.0,1589367057768
716,3.6983,6.0,1589367057954
717,3.6985,24.0,1589367057954
718,3.6985,10.0,1589367058093
719,3.6985,2.74,1589367058832
720,3.6979,268.0,1589367061039
721,3.698,13.53,1589367061784
722,3.698,27.06,1589367062932
723,3.6973,50.0,1589367068496
724,3.6969,106.0,1589367073517
725,3.697,55.93,1589367073517
726,3.6971,106.0,1589367073517
727,3.6972,4.2,1589367073517
728,3.6982,5.4,1589367083037
729,3.6983,147.01,1589367087841
730,3.6967,14.0,1589367102659
731,3.6979,10.0,1589367113023
732,3.6985,8.56,1589367113135
733,3.6987,11.44,1589367113135
734,3.6972,10.0,1589367149412
735,3.6975,32.34,1589367149826
736,3.6983,77.66,1589367149826
737,3.6982,56.0,1589367163577
738,3.6982,10.0,1589367168945
739,3.6978,28.31,1589367181685
740,3.6951,10.0,1589367189121
741,3.6963,11.6,1589367196311
742,3.6964,188.4,1589367196311
743,3.697,680.24,1589367200814
744,3.6971,319.76,1589367200814
745,3.6963,59.99,1589367223134
746,3.6963,56.54,1589367223144
747,3.6962,38.1,1589367223152
748,3.6963,32.94,1589367223184
749,3.6959,32.92,1589367223197
750,3.6958,374.0,1589367225726
751,3.6969,180.0,1589367252090
752,3.6969,200.0,1589367252334
753,3.6969,94.43,1589367252366
754,3.6969,2.74,1589367260865
755,3.6959,12.49,1589367264689
756,3.6959,33.58,1589367288701
757,3.6966,33.58,1589367306469
758,3.6967,8.04,1589367306469
759,3.696,275.07,1589367308963
760,3.6958,700.0,1589367316489
761,3.6958,700.0,1589367316490
762,3.6958,705.36,1589367316493
763,3.6958,350.0,1589367316519
764,3.6958,700.0,1589367316522
765,3.6958,700.0,1589367316522
766,3.6958,378.52,1589367316526
767,3.6958,700.0,1589367316528
768,3.6958,700.0,1589367316529
769,3.6958,700.0,1589367316531
770,3.6955,3.19,1589367316572
771,3.6948,145.85,1589367316580
772,3.6947,2.98,1589367316580
773,3.693,13.57,1589367317400
774,3.692,47.04,1589367317785
775,3.691,5.42,1589367318699
776,3.6918,30.0,1589367322417
777,3.6914,10.97,1589367324287
778,3.692,10.0,1589367327828
779,3.692,40.17,1589367327838
780,3.6926,300.0,1589367327849
781,3.6926,10.0,1589367327862
782,3.6921,3.14,1589367329545
783,3.6921,7.95,1589367333401
784,3.692,33.97,1589367333401
785,3.6919,5.06,1589367333401
786,3.6924,318.0,1589367333776
787,3.6926,121.0,1589367334013
788,3.6938,144.22,1589367337162
789,3.6939,117.0,1589367337292
790,3.694,292.0,1589367337701
791,3.692,20.0,1589367337894
792,3.6923,15.39,1589367338889
793,3.6923,31.66,1589367338893
794,3.6929,30.0,1589367343793
795,3.6929,10.0,1589367345749
796,3.694,127.88,1589367349151
797,3.6951,67.97,1589367349151
798,3.6952,174.17,1589367349151
799,3.6954,18.0,1589367350770
800,3.6953,10.0,1589367351803
801,3.6953,88.0,1589367351916
802,3.6958,3.0,1589367353824
803,3.6959,27.0,1589367353929
804,3.6959,0.05,1589367355042
805,3.6975,23.18,1589367358435
806,3.6975,24.0,1589367362724
807,3.6982,14.0,1589367365359
808,3.6983,497.0,1589367365467
809,3.6969,452.79,1589367420290
810,3.6978,368.96,1589367420290
811,3.6977,535.16,1589367426172
812,3.6978,136.2,1589367426172
813,3.6979,320.04,1589367426172
814,3.698,2276.23,1589367426180
815,3.6961,46.0,1589367428048
816,3.6962,115.0,1589367432823
817,3.6965,33.0,1589367432927
818,3.6979,109.76,1589367460592
819,3.6979,253.61,1589367460600
820,3.6979,90.76,1589367460621
821,3.697,300.0,1589367490637
822,3.6968,75.0,1589367505441
823,3.6969,65.0,1589367505441
824,3.6969,136.7,1589367505475
