,_p,_v,_t
642,0.01591,3049.8,1589069094562
643,0.01591,38716.5,1589069094661
644,0.01591,1891.0,1589069094661
645,0.01591,10843.0,1589069094663
646,0.0159,31416.9,1589069094663
647,0.01591,2892.7,1589069094698
648,0.0159,5005.5,1589069094775
649,0.01591,5059.0,1589069094806
650,0.0159,10000.0,1589069094819
651,0.01591,11181.0,1589069094860
652,0.01591,700.0,1589069094964
653,0.0159,10000.0,1589069095024
654,0.0159,2000.0,1589069095039
655,0.0159,5052.0,1589069095156
656,0.0159,5052.0,1589069095172
657,0.0159,40000.0,1589069095200
658,0.0159,50000.0,1589069095201
659,0.0159,5010.9,1589069095278
660,0.0159,1000.0,1589069095687
661,0.0159,5014.3,1589069095836
662,0.01591,1809.3,1589069095855
663,0.01591,357475.5,1589069095984
664,0.01591,5928.4,1589069096095
665,0.0159,126140.0,1589069096258
666,0.0159,20470.6,1589069096354
667,0.0159,5068.8,1589069096401
668,0.0159,9057.0,1589069096424
669,0.01589,53173.0,1589069096424
670,0.01589,70479.8,1589069096424
671,0.01589,161484.2,1589069096424
672,0.01589,77201.3,1589069096424
673,0.01588,227985.4,1589069096424
674,0.01588,1998.0,1589069096424
675,0.01588,23170.3,1589069096424
676,0.01588,193016.1,1589069096424
677,0.01588,3843.6,1589069096424
678,0.01588,53832.0,1589069096433
679,0.01588,111160.0,1589069096507
680,0.01588,40000.0,1589069096520
681,0.01591,118584.0,1589069096627
682,0.0159,37623.3,1589069096730
683,0.01591,1801.7,1589069096735
684,0.01589,797.0,1589069096783
685,0.01591,7226.8,1589069096794
686,0.0159,1935.0,1589069096961
687,0.01589,3144.6,1589069096961
688,0.0159,6137.0,1589069097141
689,0.0159,788.0,1589069097145
690,0.01589,4842.4,1589069097194
691,0.01588,55132.6,1589069097194
692,0.0159,17786.6,1589069097254
693,0.0159,1761.1,1589069097359
694,0.0159,1241.0,1589069097408
695,0.01589,5028.1,1589069097522
696,0.01589,55688.3,1589069097944
697,0.01588,270398.7,1589069097944
698,0.01589,5028.6,1589069098081
699,0.0159,30341.0,1589069098092
700,0.01589,10762.4,1589069098114
701,0.01588,35382.6,1589069098114
702,0.01588,16332.0,1589069098187
703,0.01588,49796.0,1589069098556
704,0.01588,5008.8,1589069098709
705,0.01589,904.7,1589069098875
706,0.0159,1313.9,1589069099078
707,0.0159,4957.1,1589069099191
708,0.01588,5023.8,1589069099338
709,0.0159,5902.4,1589069099410
710,0.0159,1857.4,1589069099632
711,0.01589,5012.8,1589069099890
712,0.0159,31466.3,1589069099965
