,_t,_o,_h,_l,_c,_v
199,1589268961738.0,71.13,71.31,71.1,71.31,85.18021999999999
200,1589269478730.0,71.31,71.4,71.25,71.27,84.74047
201,1589269745188.0,71.27,71.42,71.26,71.38,84.33104
202,1589270099821.0,71.38,71.45,71.15,71.42,87.14188
203,1589270813738.0,71.42,71.47,71.42,71.47,87.54205999999999
204,1589270839584.0,71.47,71.57,71.47,71.57,119.03544000000001
205,1589270843103.0,71.57,71.64,71.5,71.5,90.93483
206,1589270852301.0,71.5,71.54,71.5,71.54,94.02599999999998
207,1589270865778.0,71.54,71.59,71.54,71.55,105.47985
208,1589270885281.0,71.55,71.66,71.55,71.6,85.47667000000001
209,1589270978718.0,71.6,71.7,71.6,71.65,132.14027
210,1589271018878.0,71.65,71.79,71.63,71.74,91.82383000000002
211,1589271225216.0,71.74,71.87,71.74,71.82,85.31934000000001
212,1589271278911.0,71.82,71.82,71.75,71.78,85.51345
213,1589271285377.0,71.78,71.78,71.6,71.67,87.92574999999998
214,1589271481576.0,71.67,71.8,71.62,71.8,84.00674000000001
215,1589271899507.0,71.8,71.8,71.8,71.8,129.71322
216,1589271940730.0,71.8,71.9,71.8,71.83,85.77172000000002
217,1589272038081.0,71.83,71.83,71.77,71.83,87.49667
218,1589272040397.0,71.83,71.93,71.8,71.93,101.67792000000001
219,1589272135091.0,71.93,71.93,71.76,71.76,86.27776
220,1589272238078.0,71.76,71.76,71.67,71.67,85.04442000000003
221,1589272344954.0,71.67,71.68,71.64,71.66,150.26809
222,1589272369949.0,71.66,71.76,71.66,71.71,86.62767000000001
223,1589272695051.0,71.71,71.9,71.65,71.82,84.21066999999998
224,1589272978330.0,71.82,71.85,71.74,71.81,87.6454
225,1589273108141.0,71.81,71.83,71.79,71.81,98.15460999999999
226,1589273195617.0,71.81,71.97,71.8,71.93,91.81028
227,1589273482772.0,71.93,72.0,71.91,72.0,85.26030000000002
228,1589273554590.0,72.0,72.04,72.0,72.0,84.40948000000002
229,1589273613402.0,72.0,72.0,71.96,72.0,84.30805000000001
