,_t,_o,_h,_l,_c,_v
181,1589079660000,2.44940000,2.45220000,2.44140000,2.45150000,14823.10000000
182,1589079720000,2.45150000,2.45540000,2.45070000,2.45270000,8999.29000000
183,1589079780000,2.45290000,2.45400000,2.44960000,2.45150000,5777.39000000
184,1589079840000,2.45050000,2.45530000,2.44880000,2.45190000,17116.84000000
185,1589079900000,2.45120000,2.45120000,2.44050000,2.44530000,33184.91000000
186,1589079960000,2.44510000,2.44710000,2.44000000,2.44430000,31935.59000000
187,1589080020000,2.44450000,2.44610000,2.44080000,2.44410000,13055.38000000
188,1589080080000,2.44380000,2.44380000,2.42420000,2.43430000,61151.03000000
189,1589080140000,2.43430000,2.43880000,2.42640000,2.43880000,32392.46000000
190,1589080200000,2.43860000,2.44130000,2.42940000,2.43620000,27192.35000000
191,1589080260000,2.43680000,2.43770000,2.41740000,2.41750000,39994.24000000
192,1589080320000,2.41750000,2.42530000,2.40000000,2.42420000,107460.28000000
193,1589080380000,2.42390000,2.43320000,2.42020000,2.42670000,39916.53000000
194,1589080440000,2.42800000,2.43790000,2.42450000,2.43080000,47684.76000000
195,1589080500000,2.43160000,2.43990000,2.43090000,2.43710000,25410.02000000
196,1589080560000,2.43860000,2.44110000,2.43530000,2.43910000,14515.05000000
197,1589080620000,2.43950000,2.44110000,2.43460000,2.43910000,11185.68000000
198,1589080680000,2.43910000,2.44190000,2.43590000,2.44050000,9924.22000000
199,1589080740000,2.44050000,2.44100000,2.43580000,2.43970000,11276.99000000
200,1589080800000,2.43880000,2.44320000,2.43710000,2.44290000,8188.68000000
201,1589080860000,2.44360000,2.45050000,2.44360000,2.44770000,26610.68000000
202,1589080920000,2.44920000,2.45050000,2.44580000,2.45030000,11372.24000000
203,1589080980000,2.45030000,2.45180000,2.44720000,2.44800000,14059.07000000
204,1589081040000,2.44820000,2.44930000,2.44000000,2.44740000,15319.51000000
205,1589081100000,2.44740000,2.45080000,2.44400000,2.44930000,8813.99000000
206,1589081160000,2.45000000,2.45060000,2.44710000,2.44750000,2788.26000000
207,1589081220000,2.44750000,2.45370000,2.44640000,2.45300000,5350.19000000
208,1589081280000,2.45140000,2.45280000,2.44830000,2.45100000,6917.37000000
209,1589081340000,2.45070000,2.45100000,2.44570000,2.44690000,5810.51000000
210,1589081400000,2.44680000,2.44880000,2.44190000,2.44880000,16381.37000000
211,1589081460000,2.44860000,2.44960000,2.44610000,2.44950000,7498.88000000
212,1589081520000,2.44960000,2.45190000,2.44950000,2.45190000,4761.78000000
213,1589081580000,2.45180000,2.45490000,2.45080000,2.45490000,4409.75000000
214,1589081640000,2.45470000,2.45670000,2.45190000,2.45270000,6013.17000000
215,1589081700000,2.45180000,2.45680000,2.45160000,2.45680000,1792.61000000
216,1589081760000,2.45660000,2.45660000,2.45210000,2.45340000,1056.60000000
217,1589081820000,2.45550000,2.45860000,2.45460000,2.45760000,8300.39000000
218,1589081880000,2.45850000,2.45890000,2.45590000,2.45740000,3440.70000000
219,1589081940000,2.45680000,2.45720000,2.45520000,2.45520000,1057.38000000
220,1589082000000,2.45520000,2.45670000,2.45210000,2.45210000,8380.65000000
221,1589082060000,2.45270000,2.45280000,2.43930000,2.43930000,40984.03000000
222,1589082120000,2.44040000,2.44770000,2.43870000,2.44770000,16497.72000000
223,1589082180000,2.44770000,2.45150000,2.44770000,2.44920000,3892.18000000
224,1589082240000,2.45010000,2.45360000,2.44920000,2.45150000,2444.54000000
225,1589082300000,2.45080000,2.45220000,2.44990000,2.45050000,4336.02000000
226,1589082360000,2.45120000,2.45590000,2.45120000,2.45500000,3425.49000000
227,1589082420000,2.45570000,2.45630000,2.45470000,2.45590000,7051.49000000
228,1589082480000,2.45540000,2.45540000,2.45350000,2.45400000,574.53000000
229,1589082540000,2.45400000,2.45890000,2.45320000,2.45770000,4305.63000000
230,1589082600000,2.45710000,2.45780000,2.45600000,2.45780000,1442.81000000
231,1589082660000,2.45770000,2.46090000,2.45700000,2.46000000,1820.63000000
232,1589082720000,2.46060000,2.46060000,2.44820000,2.44820000,23381.74000000
233,1589082780000,2.44930000,2.45080000,2.44750000,2.44830000,4337.93000000
234,1589082840000,2.44960000,2.45230000,2.44830000,2.45130000,3759.22000000
235,1589082900000,2.45010000,2.45010000,2.44670000,2.44860000,8804.45000000
236,1589082960000,2.44750000,2.45110000,2.44750000,2.44850000,6039.23000000
237,1589083020000,2.44800000,2.45010000,2.44640000,2.44640000,5884.86000000
238,1589083080000,2.44720000,2.44900000,2.44660000,2.44680000,3468.44000000
239,1589083140000,2.44660000,2.44780000,2.44640000,2.44640000,2849.27000000
240,1589083200000,2.44670000,2.44700000,2.43210000,2.44060000,42915.33000000
241,1589083260000,2.43870000,2.44060000,2.43100000,2.43920000,33093.78000000
242,1589083320000,2.43710000,2.44500000,2.43480000,2.44450000,12941.58000000
243,1589083380000,2.44290000,2.44640000,2.44100000,2.44340000,7590.81000000
244,1589083440000,2.44380000,2.44510000,2.44030000,2.44230000,4500.19000000
245,1589083500000,2.44200000,2.44660000,2.43740000,2.44660000,17263.98000000
246,1589083560000,2.44560000,2.44780000,2.44420000,2.44750000,3510.37000000
247,1589083620000,2.44600000,2.44750000,2.44430000,2.44570000,1281.83000000
248,1589083680000,2.44560000,2.44700000,2.44390000,2.44540000,2398.59000000
249,1589083740000,2.44570000,2.44570000,2.44270000,2.44550000,3440.46000000
250,1589083800000,2.44400000,2.44480000,2.44090000,2.44270000,2100.91000000
251,1589083860000,2.44050000,2.44100000,2.43770000,2.44070000,3566.31000000
252,1589083920000,2.43960000,2.44100000,2.43570000,2.43960000,9908.68000000
253,1589083980000,2.43950000,2.44510000,2.43950000,2.44510000,25409.33000000
254,1589084040000,2.44500000,2.46910000,2.44320000,2.46850000,116467.07000000
255,1589084100000,2.46620000,2.46870000,2.45680000,2.46870000,61124.93000000
256,1589084160000,2.46740000,2.46860000,2.45750000,2.45780000,15685.45000000
257,1589084220000,2.45800000,2.45830000,2.45590000,2.45780000,6026.98000000
258,1589084280000,2.45760000,2.45760000,2.45480000,2.45620000,7366.89000000
259,1589084340000,2.45640000,2.45640000,2.45190000,2.45290000,4791.02000000
260,1589084400000,2.45440000,2.45460000,2.45290000,2.45450000,1456.70000000
261,1589084460000,2.45550000,2.45550000,2.45320000,2.45380000,2295.81000000
262,1589084520000,2.45430000,2.45510000,2.45300000,2.45370000,6872.42000000
263,1589084580000,2.45400000,2.45420000,2.45200000,2.45320000,5654.59000000
264,1589084640000,2.45260000,2.45310000,2.45220000,2.45240000,1291.23000000
265,1589084700000,2.45240000,2.45340000,2.45200000,2.45340000,5168.84000000
266,1589084760000,2.45300000,2.45300000,2.44570000,2.44610000,12809.71000000
267,1589084820000,2.44610000,2.44620000,2.44130000,2.44150000,12900.50000000
268,1589084880000,2.44190000,2.44470000,2.42080000,2.42150000,101056.82000000
269,1589084940000,2.42070000,2.43630000,2.41230000,2.43370000,110253.90000000
270,1589085000000,2.43460000,2.44430000,2.43320000,2.44100000,27180.30000000
271,1589085060000,2.44170000,2.44170000,2.43500000,2.43540000,8268.97000000
272,1589085120000,2.43640000,2.43990000,2.43640000,2.43880000,5063.32000000
273,1589085180000,2.43750000,2.44400000,2.43690000,2.44360000,11197.25000000
274,1589085240000,2.44240000,2.44790000,2.44230000,2.44790000,12077.36000000
275,1589085300000,2.44790000,2.44790000,2.44170000,2.44380000,4650.29000000
276,1589085360000,2.44310000,2.44500000,2.44120000,2.44120000,5309.36000000
277,1589085420000,2.44190000,2.44600000,2.43750000,2.44490000,7699.39000000
278,1589085480000,2.44600000,2.45200000,2.44590000,2.45040000,5456.58000000
279,1589085540000,2.44940000,2.45040000,2.44630000,2.44770000,15462.74000000
280,1589085600000,2.44770000,2.44810000,2.44310000,2.44430000,9191.09000000
281,1589085660000,2.44400000,2.44400000,2.44020000,2.44400000,8407.34000000
282,1589085720000,2.44400000,2.44770000,2.44200000,2.44200000,31774.01000000
283,1589085780000,2.44300000,2.44480000,2.44300000,2.44400000,2854.67000000
284,1589085840000,2.44400000,2.44410000,2.43850000,2.44240000,6000.73000000
285,1589085900000,2.44110000,2.44490000,2.43980000,2.44400000,2768.79000000
286,1589085960000,2.44420000,2.44550000,2.44250000,2.44460000,1502.94000000
287,1589086020000,2.44690000,2.44970000,2.44640000,2.44970000,2338.64000000
288,1589086080000,2.44960000,2.45110000,2.44860000,2.44970000,2473.37000000
289,1589086140000,2.44960000,2.45060000,2.44930000,2.45010000,563.26000000
290,1589086200000,2.45050000,2.45050000,2.44930000,2.44970000,1121.11000000
291,1589086260000,2.44960000,2.45120000,2.44850000,2.44850000,5915.33000000
292,1589086320000,2.44930000,2.45020000,2.44750000,2.44920000,3349.25000000
293,1589086380000,2.44970000,2.44990000,2.44890000,2.44930000,1171.40000000
294,1589086440000,2.44980000,2.45050000,2.44910000,2.44910000,5416.93000000
295,1589086500000,2.44910000,2.44930000,2.44780000,2.44850000,2166.53000000
296,1589086560000,2.44790000,2.44790000,2.44380000,2.44650000,3125.90000000
297,1589086620000,2.44580000,2.44590000,2.44500000,2.44550000,782.05000000
298,1589086680000,2.44550000,2.45140000,2.44530000,2.45110000,3865.69000000
299,1589086740000,2.45000000,2.45390000,2.44750000,2.45150000,9482.82000000
300,1589086800000,2.45100000,2.45230000,2.44860000,2.45010000,5615.23000000
301,1589086860000,2.44920000,2.45230000,2.44920000,2.45090000,1907.39000000
302,1589086920000,2.45120000,2.45380000,2.45020000,2.45020000,5431.71000000
303,1589086980000,2.45000000,2.45290000,2.44860000,2.44860000,7078.43000000
304,1589087040000,2.44830000,2.44930000,2.44410000,2.44540000,10777.09000000
305,1589087100000,2.44490000,2.44670000,2.43970000,2.44400000,12329.05000000
306,1589087160000,2.44280000,2.45020000,2.44280000,2.44740000,11080.60000000
307,1589087220000,2.44670000,2.44670000,2.44360000,2.44380000,3830.63000000
308,1589087280000,2.44400000,2.44540000,2.44340000,2.44390000,416.61000000
309,1589087340000,2.44520000,2.44530000,2.44400000,2.44430000,503.86000000
310,1589087400000,2.44350000,2.44840000,2.44350000,2.44690000,4114.05000000
311,1589087460000,2.44660000,2.44730000,2.44450000,2.44670000,418.17000000
312,1589087520000,2.44730000,2.44890000,2.44590000,2.44780000,286.36000000
313,1589087580000,2.44870000,2.45000000,2.44860000,2.44860000,2594.71000000
314,1589087640000,2.44920000,2.45080000,2.44720000,2.45000000,6055.65000000
315,1589087700000,2.45010000,2.45040000,2.44720000,2.44940000,9227.73000000
316,1589087760000,2.44940000,2.45100000,2.44730000,2.44890000,2019.74000000
317,1589087820000,2.44760000,2.44850000,2.44460000,2.44550000,15907.76000000
318,1589087880000,2.44560000,2.44620000,2.44420000,2.44480000,1575.27000000
319,1589087940000,2.44600000,2.44880000,2.44600000,2.44690000,3861.23000000
320,1589088000000,2.44720000,2.44720000,2.44620000,2.44650000,2006.12000000
321,1589088060000,2.44640000,2.44650000,2.44470000,2.44500000,3049.18000000
322,1589088120000,2.44500000,2.45050000,2.44480000,2.44770000,5484.60000000
323,1589088180000,2.44630000,2.44920000,2.44630000,2.44850000,2123.21000000
324,1589088240000,2.44910000,2.44920000,2.44680000,2.44710000,4457.34000000
325,1589088300000,2.44780000,2.44780000,2.44710000,2.44710000,415.72000000
326,1589088360000,2.44710000,2.44720000,2.44580000,2.44670000,6634.93000000
327,1589088420000,2.44570000,2.44780000,2.44570000,2.44710000,1112.23000000
328,1589088480000,2.44670000,2.44970000,2.44670000,2.44930000,5235.15000000
329,1589088540000,2.44900000,2.45010000,2.44890000,2.44990000,1364.46000000
330,1589088600000,2.45000000,2.45320000,2.44990000,2.45220000,6981.57000000
331,1589088660000,2.45240000,2.45290000,2.45140000,2.45200000,1148.10000000
332,1589088720000,2.45200000,2.45330000,2.45110000,2.45110000,5667.39000000
333,1589088780000,2.45110000,2.45280000,2.45110000,2.45170000,1101.40000000
334,1589088840000,2.45180000,2.45330000,2.45180000,2.45250000,1099.49000000
335,1589088900000,2.45190000,2.45190000,2.44980000,2.44980000,2999.74000000
336,1589088960000,2.45030000,2.45080000,2.44820000,2.45080000,2514.94000000
337,1589089020000,2.45030000,2.45030000,2.44940000,2.44960000,4238.65000000
338,1589089080000,2.44970000,2.45090000,2.44950000,2.45010000,953.87000000
339,1589089140000,2.45010000,2.45260000,2.45010000,2.45160000,4340.92000000
340,1589089200000,2.45100000,2.45290000,2.45100000,2.45200000,3333.27000000
341,1589089260000,2.45260000,2.45430000,2.45170000,2.45340000,4803.11000000
342,1589089320000,2.45390000,2.45570000,2.45240000,2.45370000,3621.84000000
343,1589089380000,2.45370000,2.45440000,2.45170000,2.45180000,3305.71000000
344,1589089440000,2.45170000,2.45350000,2.45160000,2.45170000,9184.48000000
345,1589089500000,2.45210000,2.45240000,2.45000000,2.45070000,2814.62000000
346,1589089560000,2.45090000,2.45240000,2.44990000,2.45150000,11122.75000000
347,1589089620000,2.45240000,2.45270000,2.45080000,2.45160000,3022.97000000
348,1589089680000,2.45120000,2.45170000,2.45020000,2.45100000,5748.76000000
349,1589089740000,2.45100000,2.45100000,2.44840000,2.44840000,5083.83000000
350,1589089800000,2.44880000,2.44960000,2.44860000,2.44880000,1099.65000000
351,1589089860000,2.44920000,2.45200000,2.44870000,2.45200000,7915.68000000
352,1589089920000,2.45140000,2.45140000,2.44920000,2.44960000,2951.20000000
353,1589089980000,2.45000000,2.45110000,2.45000000,2.45000000,683.20000000
354,1589090040000,2.45040000,2.45260000,2.45020000,2.45160000,5568.71000000
355,1589090100000,2.45210000,2.45210000,2.44670000,2.44850000,15561.51000000
356,1589090160000,2.44840000,2.45000000,2.44700000,2.44980000,9630.46000000
